rainfall_mm,soil_quality_index,farm_size_hectares,sunlight_hours,fertilizer_kg,crop_yield
0.37666666666666665,0.1111111111111111,0.6696969696969698,1.0,0.7989655172413793,0.6426116838487972
0.7526666666666666,0.2222222222222222,0.5353535353535354,0.625,0.4293103448275862,0.5240549828178693
1.0,0.4444444444444445,0.14646464646464646,0.875,0.017586206896551722,0.17869415807560135
0.468,0.2222222222222222,0.9686868686868687,0.375,0.7458620689655172,0.902061855670103
0.26733333333333337,0.7777777777777777,0.24242424242424243,1.0,0.18517241379310345,0.2302405498281787
0.48600000000000004,1.0,0.891919191919192,0.125,0.18620689655172412,0.8058419243986255
0.10733333333333334,0.7777777777777777,0.901010101010101,1.0,0.35931034482758617,0.79553264604811
0.134,0.7777777777777777,0.3464646464646465,0.5,0.28068965517241373,0.3178694158075601
0.6633333333333333,0.8888888888888888,0.7555555555555556,0.625,0.4879310344827586,0.7302405498281788
0.1793333333333333,0.3333333333333333,0.03434343434343434,0.25,0.9786206896551725,0.10996563573883161
0.5433333333333332,0.4444444444444445,0.7080808080808081,0.375,0.5696551724137932,0.6752577319587629
0.8626666666666667,0.4444444444444445,0.0,0.625,0.9189655172413793,0.1323024054982818
0.3033333333333333,0.7777777777777777,0.15353535353535352,0.75,0.14413793103448275,0.15292096219931273
0.99,0.6666666666666665,0.43232323232323233,0.0,0.8124137931034483,0.5051546391752577
0.8500000000000001,0.8888888888888888,0.9535353535353536,0.75,0.2975862068965517,0.895189003436426
0.6773333333333333,0.7777777777777777,0.5121212121212122,0.0,0.06379310344827585,0.47766323024054985
0.1966666666666667,0.1111111111111111,0.12626262626262624,0.5,0.08965517241379309,0.09450171821305842
0.47933333333333333,1.0,0.494949494949495,0.625,0.5348275862068965,0.5017182130584192
0.22466666666666663,0.3333333333333333,0.4858585858585858,0.125,0.4468965517241379,0.4450171821305842
0.5853333333333333,0.5555555555555556,0.3474747474747475,1.0,0.7610344827586206,0.3951890034364261
0.7173333333333334,0.1111111111111111,0.9202020202020202,0.625,0.26241379310344826,0.8281786941580755
0.5273333333333334,0.6666666666666665,0.7444444444444445,0.75,0.07689655172413792,0.6632302405498283
0.14400000000000002,0.2222222222222222,0.2222222222222222,0.875,0.4410344827586206,0.21134020618556698
0.5086666666666666,0.2222222222222222,0.9232323232323233,0.0,0.06172413793103447,0.7972508591065293
0.12466666666666665,0.1111111111111111,0.9272727272727274,0.875,0.7127586206896551,0.8333333333333333
0.25266666666666665,0.7777777777777777,0.7292929292929293,0.375,0.5679310344827586,0.6804123711340206
0.328,0.5555555555555556,0.024242424242424242,0.875,0.21758620689655167,0.04467353951890035
0.7093333333333334,0.0,0.5323232323232324,0.625,0.5296551724137931,0.5206185567010309
0.7866666666666666,0.0,0.1828282828282828,1.0,0.7258620689655172,0.24914089347079038
0.00933333333333336,0.6666666666666665,0.503030303030303,0.375,0.9551724137931035,0.5051546391752577
0.042666666666666686,0.7777777777777777,0.8484848484848485,0.125,0.6768965517241379,0.7766323024054982
0.3466666666666666,0.4444444444444445,0.6464646464646465,0.125,0.21172413793103445,0.570446735395189
0.9113333333333333,0.4444444444444445,0.04141414141414142,0.5,0.19344827586206897,0.09965635738831616
0.768,0.3333333333333333,0.9232323232323233,1.0,0.8348275862068966,0.8986254295532645
0.4313333333333333,0.5555555555555556,0.48484848484848486,0.25,0.21413793103448275,0.443298969072165
0.9966666666666666,0.5555555555555556,0.9383838383838384,0.875,0.7362068965517241,0.9261168384879725
0.724,0.2222222222222222,0.8555555555555556,0.375,0.34931034482758616,0.7852233676975946
0.7746666666666666,0.8888888888888888,0.7545454545454546,0.625,0.7106896551724138,0.7594501718213058
0.39466666666666667,0.6666666666666665,0.8797979797979798,0.625,0.7517241379310344,0.8350515463917525
0.26066666666666666,0.0,0.44242424242424244,0.25,0.6758620689655173,0.42439862542955326
0.2786666666666667,0.6666666666666665,0.40505050505050505,0.5,0.36448275862068963,0.3831615120274914
0.192,0.4444444444444445,0.5505050505050505,0.25,0.20379310344827584,0.47766323024054985
0.25199999999999995,0.4444444444444445,0.3474747474747475,0.0,0.20068965517241377,0.3075601374570447
0.15333333333333332,0.1111111111111111,0.901010101010101,0.75,0.5562068965517242,0.7972508591065293
0.6779999999999999,0.3333333333333333,0.04444444444444444,0.375,0.37965517241379304,0.09793814432989692
0.026666666666666672,0.5555555555555556,0.6515151515151516,0.75,0.0993103448275862,0.5429553264604812
0.7006666666666668,1.0,0.020202020202020204,0.25,0.5406896551724137,0.11512027491408935
0.08933333333333332,0.6666666666666665,0.6393939393939394,0.5,0.4975862068965517,0.5807560137457044
0.13333333333333336,0.4444444444444445,0.0696969696969697,0.5,0.0020689655172413737,0.0429553264604811
0.5193333333333334,0.8888888888888888,0.8717171717171718,0.125,0.4079310344827586,0.8092783505154639
0.6193333333333333,0.2222222222222222,0.8808080808080808,0.125,0.08241379310344826,0.7714776632302405
0.704,0.0,0.047474747474747475,0.375,0.6848275862068965,0.12371134020618557
0.714,0.3333333333333333,0.494949494949495,0.375,0.4986206896551723,0.49656357388316147
0.3346666666666666,0.8888888888888888,0.5555555555555556,0.375,0.8906896551724137,0.5738831615120275
0.27066666666666667,0.3333333333333333,0.28888888888888886,0.625,0.603103448275862,0.2972508591065292
0.536,0.1111111111111111,0.00909090909090909,0.125,0.73,0.08419243986254296
0.06533333333333335,1.0,0.5464646464646465,0.625,0.6562068965517242,0.5257731958762886
0.4553333333333333,0.4444444444444445,0.7626262626262627,0.75,0.7803448275862068,0.7353951890034365
0.48333333333333334,0.2222222222222222,0.27575757575757576,0.25,0.3713793103448275,0.27491408934707906
0.6399999999999999,0.8888888888888888,0.9646464646464646,0.875,0.9837931034482758,0.9553264604810996
0.408,0.3333333333333333,0.6050505050505051,0.125,0.819655172413793,0.597938144329897
0.99,0.5555555555555556,0.7626262626262627,0.875,0.2920689655172413,0.731958762886598
0.428,0.1111111111111111,0.3838383838383838,0.5,0.45206896551724135,0.3676975945017182
0.6853333333333333,0.5555555555555556,0.3313131313131313,0.125,0.7213793103448276,0.3831615120274914
0.8273333333333335,0.2222222222222222,0.48282828282828283,0.75,0.9917241379310345,0.5412371134020619
0.3346666666666666,0.8888888888888888,0.014141414141414142,0.125,0.7741379310344827,0.1013745704467354
0.5106666666666666,0.1111111111111111,0.5202020202020202,0.625,0.4272413793103448,0.4879725085910653
0.26466666666666666,0.8888888888888888,0.1919191919191919,0.25,0.5186206896551724,0.2233676975945017
0.5800000000000001,0.4444444444444445,0.1686868686868687,1.0,0.45931034482758615,0.2079037800687285
0.5293333333333334,0.7777777777777777,0.5252525252525253,0.25,0.8203448275862069,0.5532646048109966
0.26133333333333336,0.1111111111111111,0.6262626262626263,0.25,0.23965517241379308,0.5395189003436427
0.13733333333333336,0.5555555555555556,0.13737373737373737,0.5,0.008965517241379305,0.10652920962199314
0.692,0.2222222222222222,0.15454545454545454,0.75,0.8155172413793104,0.23367697594501718
0.5940000000000001,1.0,0.3909090909090909,0.875,0.8317241379310345,0.4536082474226804
0.9893333333333334,0.4444444444444445,0.2101010101010101,0.75,0.3306896551724138,0.26288659793814434
0.5753333333333333,0.7777777777777777,0.2737373737373737,1.0,0.5262068965517241,0.31443298969072164
0.49466666666666664,1.0,0.14343434343434341,0.5,0.6441379310344828,0.2147766323024055
0.8426666666666667,0.0,0.6161616161616162,0.25,0.12827586206896552,0.5618556701030928
0.37533333333333335,0.4444444444444445,0.896969696969697,0.625,0.6720689655172414,0.8333333333333333
0.6799999999999999,0.2222222222222222,0.8272727272727273,0.5,0.08413793103448275,0.731958762886598
0.06333333333333335,0.3333333333333333,0.06868686868686869,0.375,0.6344827586206896,0.09621993127147765
0.3226666666666667,0.1111111111111111,0.24848484848484848,0.125,0.5779310344827586,0.25773195876288657
0.9533333333333334,0.8888888888888888,0.2626262626262626,0.75,0.8706896551724138,0.3711340206185567
0.15333333333333332,0.2222222222222222,0.794949494949495,0.5,0.042758620689655163,0.6597938144329898
0.49866666666666665,0.1111111111111111,0.0787878787878788,0.375,0.18482758620689654,0.08762886597938144
0.796,1.0,0.6636363636363637,0.875,0.9493103448275861,0.7113402061855669
0.36000000000000004,0.8888888888888888,0.6282828282828283,1.0,0.6617241379310345,0.6168384879725086
0.706,0.6666666666666665,0.7767676767676768,1.0,0.5637931034482758,0.7525773195876289
0.34933333333333333,0.5555555555555556,0.6101010101010101,0.25,0.49137931034482757,0.5721649484536082
0.7886666666666666,0.0,0.5292929292929294,0.25,0.5310344827586206,0.5240549828178693
0.8440000000000001,0.4444444444444445,0.7787878787878788,0.5,0.18275862068965515,0.7199312714776631
0.7393333333333334,0.2222222222222222,0.9464646464646466,0.5,0.9768965517241378,0.9261168384879725
0.38466666666666666,0.0,0.6262626262626263,0.125,0.08724137931034481,0.5309278350515463
0.454,0.3333333333333333,0.3323232323232323,0.0,0.7475862068965518,0.36254295532646047
0.37066666666666664,0.1111111111111111,0.1898989898989899,0.875,0.22758620689655168,0.1769759450171821
0.6746666666666667,0.1111111111111111,0.09494949494949495,0.25,0.6210344827586207,0.15807560137457044
0.43,0.2222222222222222,0.6222222222222222,0.0,0.3655172413793103,0.5652920962199313
0.53,0.7777777777777777,0.007070707070707071,0.0,0.47068965517241373,0.07731958762886598
0.7006666666666668,0.7777777777777777,0.06666666666666667,0.125,0.3572413793103448,0.13058419243986255
0.9086666666666667,0.6666666666666665,0.49999999999999994,0.625,0.4158620689655172,0.5171821305841924
0.9026666666666667,0.5555555555555556,0.1919191919191919,0.625,0.7362068965517241,0.28350515463917525
0.9139999999999999,0.8888888888888888,0.3686868686868687,0.25,0.7217241379310345,0.443298969072165
0.9973333333333334,0.3333333333333333,0.7747474747474747,0.375,0.39379310344827584,0.7457044673539519
0.8360000000000001,0.0,0.5252525252525253,0.125,0.5358620689655172,0.5240549828178693
0.126,0.7777777777777777,0.998989898989899,0.125,0.6051724137931035,0.9037800687285222
0.8320000000000001,0.6666666666666665,0.11717171717171716,0.75,0.6775862068965517,0.21305841924398627
0.9386666666666668,0.6666666666666665,0.2686868686868687,0.0,0.256551724137931,0.3075601374570447
0.9333333333333333,0.2222222222222222,0.6161616161616162,0.75,0.5617241379310345,0.6202749140893471
0.8706666666666667,0.3333333333333333,0.4888888888888889,0.0,0.333103448275862,0.48625429553264604
0.4213333333333333,1.0,0.5131313131313132,0.625,0.2627586206896551,0.48625429553264604
0.418,0.8888888888888888,0.3,0.25,0.9686206896551725,0.3711340206185567
0.6479999999999999,0.5555555555555556,0.9171717171717172,0.875,0.27344827586206893,0.8350515463917525
0.8546666666666667,0.4444444444444445,0.16464646464646462,0.625,0.25620689655172413,0.20618556701030927
0.9213333333333333,0.2222222222222222,0.3787878787878788,0.125,0.36862068965517236,0.39690721649484534
0.4726666666666666,0.8888888888888888,0.6585858585858586,0.875,0.5279310344827586,0.6374570446735395
0.986,0.4444444444444445,0.2696969696969697,0.5,0.19206896551724134,0.29896907216494845
0.956,0.4444444444444445,0.5535353535353535,0.875,0.6875862068965517,0.5876288659793814
0.432,0.3333333333333333,0.07373737373737374,0.875,0.18103448275862066,0.0859106529209622
0.21133333333333332,0.3333333333333333,0.5121212121212122,0.625,0.9117241379310345,0.5137457044673539
0.8320000000000001,0.0,0.07272727272727274,0.125,0.28931034482758616,0.11512027491408935
0.8380000000000001,0.6666666666666665,0.3101010101010101,0.875,0.0006896551724137889,0.30927835051546393
0.4553333333333333,0.8888888888888888,0.19999999999999998,0.625,0.36241379310344823,0.22852233676975947
0.442,0.2222222222222222,0.13030303030303028,0.625,0.4841379310344827,0.15979381443298968
0.9313333333333333,0.1111111111111111,0.7646464646464647,0.875,0.053793103448275856,0.6924398625429553
0.9966666666666666,0.2222222222222222,0.8313131313131313,0.0,0.6679310344827586,0.8161512027491409
0.8373333333333333,0.0,0.5767676767676768,0.125,0.6737931034482758,0.5824742268041236
0.7573333333333334,0.5555555555555556,0.797979797979798,1.0,0.1758620689655172,0.731958762886598
0.294,0.6666666666666665,0.6202020202020202,0.875,0.23655172413793102,0.5549828178694158
0.37533333333333335,0.1111111111111111,0.8151515151515152,0.75,0.39206896551724135,0.725085910652921
0.8606666666666667,0.7777777777777777,0.8393939393939395,0.75,0.48689655172413787,0.8127147766323024
0.9393333333333334,0.5555555555555556,0.4909090909090909,0.5,0.5206896551724138,0.5189003436426116
0.94,0.3333333333333333,0.8606060606060606,0.125,0.19655172413793104,0.7938144329896908
0.7573333333333334,0.4444444444444445,0.1515151515151515,0.625,0.24620689655172412,0.18556701030927836
0.6339999999999999,0.7777777777777777,0.6747474747474748,0.25,0.46137931034482754,0.6529209621993126
0.736,0.2222222222222222,0.20707070707070707,0.375,0.7882758620689655,0.27835051546391754
0.4653333333333333,0.2222222222222222,0.9949494949494949,0.125,0.8103448275862069,0.929553264604811
0.07466666666666666,0.3333333333333333,0.1797979797979798,0.125,0.9151724137931034,0.21993127147766323
0.0006666666666666488,0.0,0.19797979797979798,0.875,0.34137931034482755,0.16323024054982818
0.4273333333333333,0.8888888888888888,0.7414141414141414,0.875,0.11482758620689655,0.6632302405498283
0.14600000000000002,0.7777777777777777,0.08888888888888889,0.625,0.7448275862068965,0.14604810996563575
0.5693333333333332,0.7777777777777777,0.8060606060606061,0.5,0.5668965517241379,0.7697594501718212
0.8320000000000001,1.0,0.43737373737373736,0.875,0.12448275862068965,0.4398625429553265
0.25599999999999995,0.5555555555555556,0.794949494949495,0.375,0.6482758620689655,0.7371134020618557
0.9506666666666668,0.6666666666666665,0.7545454545454546,0.375,0.9820689655172413,0.7938144329896908
0.7686666666666666,0.5555555555555556,0.18383838383838383,0.5,0.7393103448275862,0.2663230240549828
0.7173333333333334,0.8888888888888888,0.2101010101010101,0.0,0.683103448275862,0.28865979381443296
0.48600000000000004,0.2222222222222222,0.496969696969697,0.0,0.7113793103448276,0.4982817869415807
0.9593333333333334,0.2222222222222222,0.13030303030303028,0.125,0.8975862068965517,0.24054982817869414
0.16399999999999998,0.2222222222222222,0.6707070707070708,0.875,0.6817241379310345,0.6185567010309279
0.5566666666666666,1.0,0.012121212121212123,0.75,0.1293103448275862,0.05841924398625431
0.9746666666666668,0.2222222222222222,0.6393939393939394,1.0,0.2555172413793103,0.6116838487972509
0.13466666666666666,0.8888888888888888,0.8787878787878788,0.5,0.13413793103448274,0.7594501718213058
0.8046666666666666,0.3333333333333333,0.7383838383838385,0.125,0.919655172413793,0.7525773195876289
0.08133333333333331,0.6666666666666665,0.10606060606060606,0.75,0.4275862068965517,0.12027491408934707
0.26666666666666666,0.8888888888888888,0.37777777777777777,0.875,0.28379310344827585,0.359106529209622
0.5106666666666666,0.6666666666666665,0.5868686868686869,0.75,0.8162068965517241,0.6013745704467355
0.1953333333333333,0.8888888888888888,0.7131313131313132,0.75,0.773448275862069,0.6872852233676976
0.186,0.2222222222222222,0.7040404040404041,0.5,0.14379310344827584,0.5945017182130583
0.5886666666666667,0.3333333333333333,0.09898989898989899,0.125,0.2089655172413793,0.12027491408934707
0.13133333333333336,0.7777777777777777,0.5989898989898991,0.625,0.1955172413793103,0.5240549828178693
0.6539999999999999,0.5555555555555556,0.591919191919192,0.375,0.1872413793103448,0.5498281786941581
0.5006666666666666,0.4444444444444445,0.893939393939394,0.125,0.7855172413793103,0.8505154639175259
0.09533333333333333,0.3333333333333333,0.8595959595959597,1.0,0.30448275862068963,0.7405498281786942
0.4053333333333334,0.7777777777777777,0.19292929292929292,0.75,0.8855172413793103,0.26804123711340205
0.8160000000000001,0.0,0.32727272727272727,0.625,0.24206896551724133,0.32646048109965636
0.7646666666666666,0.8888888888888888,0.9878787878787879,0.5,0.4217241379310344,0.929553264604811
0.124,0.0,0.7323232323232324,0.25,0.9975862068965516,0.6924398625429553
0.8993333333333333,0.7777777777777777,0.8343434343434344,0.375,0.9379310344827586,0.8573883161512028
0.3086666666666667,0.3333333333333333,0.9646464646464646,0.25,0.5593103448275862,0.8694158075601375
0.9146666666666667,0.8888888888888888,0.4707070707070707,0.875,0.713103448275862,0.5309278350515463
0.4393333333333333,0.4444444444444445,0.902020202020202,0.25,0.9086206896551724,0.865979381443299
0.5086666666666666,0.2222222222222222,0.3696969696969697,0.75,0.6158620689655172,0.3831615120274914
0.6359999999999999,0.8888888888888888,0.3202020202020202,0.75,0.5582758620689655,0.3642611683848797
0.26799999999999996,0.8888888888888888,0.14444444444444443,0.75,0.5024137931034482,0.18213058419243988
0.9126666666666667,0.3333333333333333,0.38686868686868686,0.75,0.8337931034482758,0.4536082474226804
0.09733333333333333,0.3333333333333333,0.21717171717171715,0.125,0.5458620689655173,0.21649484536082475
0.7806666666666666,0.7777777777777777,0.36363636363636365,0.25,0.66,0.41924398625429554
0.5753333333333333,0.1111111111111111,0.32626262626262625,1.0,0.026551724137931033,0.28865979381443296
0.3253333333333333,0.8888888888888888,0.014141414141414142,0.25,0.4510344827586206,0.06872852233676977
0.6186666666666667,0.5555555555555556,0.21818181818181817,0.125,0.22310344827586204,0.23195876288659795
0.36666666666666664,0.8888888888888888,0.495959595959596,1.0,0.7541379310344828,0.5137457044673539
0.22466666666666663,0.7777777777777777,0.9595959595959597,1.0,0.19034482758620686,0.8367697594501717
0.5806666666666667,0.6666666666666665,0.5515151515151515,0.375,0.3437931034482758,0.529209621993127
0.4266666666666667,0.0,0.18383838383838383,1.0,0.09689655172413793,0.15979381443298968
0.3146666666666667,0.2222222222222222,0.2717171717171717,0.25,0.44172413793103443,0.2663230240549828
0.09999999999999998,0.1111111111111111,0.9535353535353536,0.75,0.636551724137931,0.8453608247422679
0.9586666666666668,0.4444444444444445,0.4707070707070707,0.75,0.47689655172413786,0.49656357388316147
0.8806666666666667,0.4444444444444445,0.8777777777777778,0.875,0.8575862068965517,0.8745704467353952
0.1746666666666667,0.4444444444444445,0.6171717171717173,0.375,0.7989655172413793,0.5910652920962198
0.09533333333333333,0.3333333333333333,0.5232323232323233,0.25,0.39896551724137924,0.4621993127147766
0.23000000000000004,0.4444444444444445,0.5464646464646465,0.25,0.963103448275862,0.5515463917525774
0.4153333333333333,0.2222222222222222,0.4707070707070707,0.5,0.03551724137931034,0.40378006872852235
0.6773333333333333,0.0,0.30707070707070705,0.0,0.26379310344827583,0.29896907216494845
0.5866666666666667,0.4444444444444445,0.993939393939394,0.25,0.7386206896551724,0.9381443298969072
0.0006666666666666488,0.8888888888888888,0.14444444444444443,0.625,0.9572413793103448,0.20618556701030927
0.5973333333333333,0.8888888888888888,0.11111111111111112,0.25,0.5503448275862068,0.18213058419243988
0.8846666666666667,0.3333333333333333,0.23333333333333334,0.5,0.16517241379310343,0.2542955326460481
0.1686666666666667,0.2222222222222222,0.696969696969697,1.0,0.9748275862068966,0.6701030927835052
0.3013333333333333,0.0,0.5888888888888889,0.125,0.7103448275862069,0.5549828178694158
0.7066666666666668,0.1111111111111111,0.7282828282828283,0.125,0.6768965517241379,0.70446735395189
0.7886666666666666,0.7777777777777777,0.7383838383838385,0.625,0.913103448275862,0.7646048109965635
0.6759999999999999,0.0,0.596969696969697,0.625,0.7386206896551724,0.5945017182130583
0.005333333333333357,0.7777777777777777,0.5040404040404041,0.875,0.8068965517241379,0.49484536082474223
0.8373333333333333,0.6666666666666665,0.6000000000000001,0.125,0.7144827586206897,0.627147766323024
0.748,0.7777777777777777,0.5585858585858586,1.0,0.446551724137931,0.5618556701030928
0.5433333333333332,0.5555555555555556,0.27474747474747474,0.125,0.526896551724138,0.3058419243986254
0.138,0.8888888888888888,0.7090909090909091,0.0,0.41,0.640893470790378
0.7693333333333334,0.2222222222222222,0.17373737373737372,0.125,0.3234482758620689,0.20618556701030927
0.26866666666666666,1.0,0.9818181818181818,0.75,0.26241379310344826,0.872852233676976
0.10066666666666668,0.3333333333333333,0.0060606060606060615,0.875,0.22517241379310343,0.006872852233676979
0.03533333333333333,0.5555555555555556,0.15555555555555556,0.5,0.5755172413793104,0.17010309278350516
0.762,0.7777777777777777,0.5262626262626263,0.625,0.9258620689655173,0.5824742268041236
0.418,0.4444444444444445,0.5505050505050505,0.0,0.8751724137931034,0.5601374570446735
0.39066666666666666,0.2222222222222222,0.5525252525252525,0.625,0.6658620689655173,0.534364261168385
0.962,0.5555555555555556,0.9292929292929294,0.875,0.38827586206896547,0.8814432989690721
0.9633333333333334,0.3333333333333333,0.5222222222222223,0.25,0.6637931034482758,0.5549828178694158
0.06866666666666665,0.8888888888888888,0.9282828282828284,0.0,0.19793103448275862,0.8006872852233677
0.1686666666666667,0.2222222222222222,0.9222222222222223,0.375,0.8072413793103448,0.8453608247422679
0.8333333333333333,0.3333333333333333,0.21616161616161617,0.0,0.4582758620689655,0.26288659793814434
